%time,Date,EC_slab1,EC_slab2,WC_slab1,WC_slab2,t_slab1,t_slab2
43832.55903,02/01/2020 13:25,4.8,4.6,84.1,87.2,26.7,26.8
43832.5625,02/01/2020 13:30,4.8,4.6,83.6,87.1,26.7,26.9
43832.56597,02/01/2020 13:35,4.8,4.6,83.9,87,26.8,26.9
43832.56944,02/01/2020 13:40,4.8,4.6,83.6,86.8,26.8,26.9
43832.57292,02/01/2020 13:45,4.8,4.6,83.5,86.7,26.8,26.9
43832.57639,02/01/2020 13:50,4.8,4.6,83.8,86.8,26.9,26.9
43832.57986,02/01/2020 13:55,4.8,4.6,83.9,86.7,26.9,26.9
43832.58333,02/01/2020 14:00,4.8,4.6,83.3,86.9,26.9,27
43832.58681,02/01/2020 14:05,4.8,4.6,83.5,86.6,26.9,27.1
43832.59028,02/01/2020 14:10,4.8,4.6,83.3,85.9,27,27.1
43832.59375,02/01/2020 14:15,4.8,4.6,83.2,86,27,27.1
43832.59722,02/01/2020 14:20,4.8,4.6,83.4,85.7,27,27.1
43832.60069,02/01/2020 14:25,4.8,4.6,83.5,85.7,27.1,27.1
43832.60417,02/01/2020 14:30,4.8,4.6,83.2,85.8,27.1,27.2
43832.60764,02/01/2020 14:35,4.8,4.6,83.3,85.5,27.1,27.3
43832.61111,02/01/2020 14:40,4.8,4.6,83.1,85.7,27.1,27.3
43832.61458,02/01/2020 14:45,4.8,4.6,83,85.5,27.1,27.3
43832.61806,02/01/2020 14:50,4.8,4.6,83.2,85.4,27.2,27.3
43832.62153,02/01/2020 14:55,4.8,4.6,82.8,85.3,27.3,27.4
43832.625,02/01/2020 15:00,4.8,4.6,83.2,85.4,27.3,27.4
43832.62847,02/01/2020 15:05,4.8,4.6,82.8,85.4,27.3,27.4
43832.63194,02/01/2020 15:10,4.8,4.6,83,85.4,27.3,27.4
43832.63542,02/01/2020 15:15,4.8,4.7,82.6,85.1,27.3,27.4
43832.63889,02/01/2020 15:20,4.8,4.6,83.3,85.4,27.3,27.4
43832.64236,02/01/2020 15:25,4.8,4.7,83,85.2,27.3,27.4
43832.64583,02/01/2020 15:30,4.8,4.7,83,85,27.3,27.4
43832.64931,02/01/2020 15:35,4.8,4.7,83,85,27.3,27.4
43832.65278,02/01/2020 15:40,4.8,4.7,83,85.1,27.3,27.4
43832.65625,02/01/2020 15:45,4.8,4.7,82.9,85,27.3,27.4
43832.65972,02/01/2020 15:50,4.8,4.7,83,85,27.3,27.4
43832.66319,02/01/2020 15:55,4.8,4.7,82.9,84.9,27.3,27.4
43832.66667,02/01/2020 16:00,4.8,4.7,82.6,84.8,27.3,27.4
43832.67014,02/01/2020 16:05,4.9,4.7,82.4,84.7,27.3,27.4
43832.67361,02/01/2020 16:10,4.8,4.7,82.6,84.6,27.3,27.5
43832.67708,02/01/2020 16:15,4.8,4.7,82.7,84.6,27.4,27.5
43832.68056,02/01/2020 16:20,4.8,4.7,82.6,84.6,27.4,27.5
43832.68403,02/01/2020 16:25,4.8,4.7,82.6,84.6,27.4,27.5
43832.6875,02/01/2020 16:30,4.8,4.7,82.6,84.6,27.4,27.5
43832.69097,02/01/2020 16:35,4.9,4.7,82.2,84.6,27.4,27.5
43832.69444,02/01/2020 16:40,4.9,4.7,82.4,84.3,27.4,27.5
43832.69792,02/01/2020 16:45,4.8,4.7,82.4,84.3,27.4,27.5
43832.70139,02/01/2020 16:50,4.9,4.7,82.4,84.3,27.4,27.6
43832.70486,02/01/2020 16:55,4.9,4.7,82.2,84.1,27.4,27.6
43832.70833,02/01/2020 17:00,4.9,4.7,82.4,84.2,27.4,27.6
43832.71181,02/01/2020 17:05,4.9,4.7,82,84.3,27.4,27.6
43832.71528,02/01/2020 17:10,4.9,4.7,82,84.1,27.5,27.6
43832.71875,02/01/2020 17:15,4.9,4.7,82.3,84,27.4,27.6
43832.72222,02/01/2020 17:20,4.9,4.7,82.1,84.1,27.5,27.6
43832.72569,02/01/2020 17:25,4.9,4.7,82,84.1,27.5,27.6
43832.72917,02/01/2020 17:30,4.9,4.7,82.1,84,27.5,27.6
43832.73264,02/01/2020 17:35,4.9,4.7,82,83.9,27.5,27.7
43832.73611,02/01/2020 17:40,4.9,4.7,82,84,27.6,27.7
43832.73958,02/01/2020 17:45,4.9,4.7,81.7,83.9,27.6,27.7
43832.74306,02/01/2020 17:50,4.9,4.7,82,83.7,27.6,27.6
43832.74653,02/01/2020 17:55,4.8,4.7,82.1,83.7,27.6,27.6
43832.75,02/01/2020 18:00,4.8,4.7,81.7,83.9,27.6,27.6
43832.75347,02/01/2020 18:05,4.9,4.7,82,83.9,27.6,27.6
43832.75694,02/01/2020 18:10,4.9,4.7,81.7,83.3,27.4,27.4
43832.76042,02/01/2020 18:15,4.9,4.7,81.5,83.2,27.1,27.1
43832.76389,02/01/2020 18:20,4.9,4.8,81.6,83.2,26.8,26.8
43832.76736,02/01/2020 18:25,4.9,4.8,81.3,83.1,26.4,26.3
43832.77083,02/01/2020 18:30,4.9,4.8,81.5,83.1,26.2,26.1
43832.77431,02/01/2020 18:35,5,4.8,81,83.1,26,25.8
43832.77778,02/01/2020 18:40,5,4.8,81.3,82.9,25.9,25.6
43832.78125,02/01/2020 18:45,5,4.8,81.2,83,25.6,25.4
43832.78472,02/01/2020 18:50,5,4.8,80.9,82.8,25.4,25.1
43832.78819,02/01/2020 18:55,5,4.8,81.2,82.7,25.1,24.9
43832.79167,02/01/2020 19:00,5,4.8,81,82.7,25.1,24.8
43832.79514,02/01/2020 19:05,5,4.9,80.8,82.6,24.8,24.5
43832.79861,02/01/2020 19:10,5,4.8,81,82.8,24.7,24.4
43832.80208,02/01/2020 19:15,5,4.8,80.7,82.6,24.5,24.2
43832.80556,02/01/2020 19:20,5,4.8,80.7,82.6,24.3,24
43832.80903,02/01/2020 19:25,5,4.9,80.7,82.4,24.3,23.9
43832.8125,02/01/2020 19:30,5,4.8,80.6,82.5,24.1,23.7
43832.81597,02/01/2020 19:35,5,4.8,80.7,82.5,23.9,23.6
43832.81944,02/01/2020 19:40,5,4.8,80.6,82.4,23.7,23.4
43832.82292,02/01/2020 19:45,5,4.8,80.4,82.4,23.6,23.3
43832.82639,02/01/2020 19:50,5,4.8,80.4,82.3,23.5,23.1
43832.82986,02/01/2020 19:55,5,4.8,80.4,82.3,23.3,23
43832.83333,02/01/2020 20:00,5,4.8,80.5,82.3,23.2,22.9
43832.83681,02/01/2020 20:05,5,4.8,80.1,82.2,23.1,22.8
43832.84028,02/01/2020 20:10,5,4.8,80.2,82.2,23,22.7
43832.84375,02/01/2020 20:15,5,4.8,80.2,82.1,22.8,22.4
43832.84722,02/01/2020 20:20,5,4.8,80.1,82.1,22.7,22.4
43832.85069,02/01/2020 20:25,5,4.8,80.1,82,22.5,22.3
43832.85417,02/01/2020 20:30,5,4.8,80.1,81.9,22.4,22.1
43832.85764,02/01/2020 20:35,5,4.8,80.1,81.9,22.3,22.1
43832.86111,02/01/2020 20:40,5,4.8,79.9,82.1,22.2,22.1
43832.86458,02/01/2020 20:45,5,4.8,80.1,81.9,22,21.9
43832.86806,02/01/2020 20:50,5,4.8,80,81.8,21.9,21.8
43832.87153,02/01/2020 20:55,5,4.8,79.9,82,21.8,21.6
43832.875,02/01/2020 21:00,5,4.8,79.9,81.8,21.7,21.6
43832.87847,02/01/2020 21:05,5,4.8,79.9,81.9,21.6,21.5
43832.88194,02/01/2020 21:10,5,4.8,79.8,81.9,21.5,21.4
43832.88542,02/01/2020 21:15,5,4.8,79.7,81.7,21.4,21.4
43832.88889,02/01/2020 21:20,5,4.8,79.7,81.7,21.4,21.2
43832.89236,02/01/2020 21:25,5,4.8,79.7,81.7,21.2,21.1
43832.89583,02/01/2020 21:30,5,4.8,79.7,81.6,21.1,21.1
43832.89931,02/01/2020 21:35,5,4.8,79.6,81.7,21,20.9
43832.90278,02/01/2020 21:40,5,4.8,79.5,81.7,20.9,20.9
43832.90625,02/01/2020 21:45,5,4.8,79.6,81.7,20.8,20.8
43832.90972,02/01/2020 21:50,5,4.8,79.6,81.6,20.7,20.7
43832.91319,02/01/2020 21:55,5,4.8,79.6,81.6,20.6,20.6
43832.91667,02/01/2020 22:00,5,4.8,79.6,81.6,20.6,20.6
43832.92014,02/01/2020 22:05,5,4.8,79.6,81.6,20.5,20.5
43832.92361,02/01/2020 22:10,5,4.8,79.4,81.6,20.4,20.4
43832.92708,02/01/2020 22:15,5,4.8,79.4,81.6,20.4,20.4
43832.93056,02/01/2020 22:20,5,4.8,79.4,81.6,20.3,20.3
43832.93403,02/01/2020 22:25,5,4.8,79.6,81.4,20.3,20.3
43832.9375,02/01/2020 22:30,5,4.8,79.3,81.4,20.3,20.2
43832.94097,02/01/2020 22:35,5,4.8,79.4,81.4,20.1,20.1
43832.94444,02/01/2020 22:40,5,4.8,79.3,81.5,20.1,20.1
43832.94792,02/01/2020 22:45,5,4.8,79.2,81.4,20.1,20.1
43832.95139,02/01/2020 22:50,5,4.8,79.4,81.4,20.1,20.1
43832.95486,02/01/2020 22:55,5,4.8,79.3,81.3,20.1,20.1
43832.95833,02/01/2020 23:00,5,4.8,79.5,81.3,20.1,20
43832.96181,02/01/2020 23:05,5,4.8,79.3,81.4,20.1,20
43832.96528,02/01/2020 23:10,5,4.8,79.2,81.3,20.1,20
43832.96875,02/01/2020 23:15,5,4.8,79.3,81.4,20,20
43832.97222,02/01/2020 23:20,5,4.8,79.5,81.3,20,19.9
43832.97569,02/01/2020 23:25,5,4.8,79.2,81.3,20.1,19.9
43832.97917,02/01/2020 23:30,5,4.8,79.1,81.3,20.1,19.9
43832.98264,02/01/2020 23:35,5,4.8,79.2,81.4,20.1,19.9
43832.98611,02/01/2020 23:40,5,4.8,79.2,81.3,20.1,20
43832.98958,02/01/2020 23:45,5,4.8,79.2,81.3,20.1,20
43832.99306,02/01/2020 23:50,5,4.7,78.9,81.3,20.1,20
43832.99653,02/01/2020 23:55,5,4.7,79.1,81.3,20.1,20
43833,03/01/2020 00:00,5,4.7,79.1,81.3,20.1,20.1
43833.00347,03/01/2020 00:05,5,4.7,79,81.4,20.1,20.1
43833.00694,03/01/2020 00:10,5,4.7,79,81.3,20.3,20.1
43833.01042,03/01/2020 00:15,4.9,4.7,79.1,81.2,20.3,20.1
43833.01389,03/01/2020 00:20,4.9,4.7,79.1,81.3,20.4,20.3
43833.01736,03/01/2020 00:25,4.9,4.7,79,81.3,20.4,20.4
43833.02083,03/01/2020 00:30,4.9,4.7,79,81.3,20.6,20.4
43833.02431,03/01/2020 00:35,4.9,4.7,79.1,81.1,20.6,20.5
43833.02778,03/01/2020 00:40,4.9,4.7,79.1,81.2,20.7,20.6
43833.03125,03/01/2020 00:45,4.9,4.7,79,81.3,20.8,20.7
43833.03472,03/01/2020 00:50,4.9,4.7,79.1,81.3,20.9,20.8
43833.03819,03/01/2020 00:55,4.9,4.7,78.9,81.2,20.9,20.9
43833.04167,03/01/2020 01:00,4.9,4.7,78.9,81.2,21,20.9
43833.04514,03/01/2020 01:05,4.9,4.7,78.9,81,21.1,20.9
43833.04861,03/01/2020 01:10,4.9,4.7,78.8,81.2,21.1,21
43833.05208,03/01/2020 01:15,4.9,4.7,78.7,81.1,21.1,21.1
43833.05556,03/01/2020 01:20,4.8,4.7,78.8,81.2,21.2,21.1
43833.05903,03/01/2020 01:25,4.8,4.7,78.9,81.1,21.3,21.2
43833.0625,03/01/2020 01:30,4.8,4.7,78.7,81.2,21.3,21.2
43833.06597,03/01/2020 01:35,4.8,4.7,78.7,81,21.4,21.3
43833.06944,03/01/2020 01:40,4.8,4.7,78.7,81,21.4,21.3
43833.07292,03/01/2020 01:45,4.9,4.7,78.6,81,21.4,21.4
43833.07639,03/01/2020 01:50,4.8,4.7,78.6,81,21.4,21.4
43833.07986,03/01/2020 01:55,4.9,4.7,78.5,81,21.4,21.4
43833.08333,03/01/2020 02:00,4.9,4.7,78.6,80.8,21.5,21.4
43833.08681,03/01/2020 02:05,4.8,4.7,78.8,81.2,21.6,21.5
43833.09028,03/01/2020 02:10,4.8,4.7,79.6,82.3,21.6,21.5
43833.09375,03/01/2020 02:15,4.9,4.7,79.8,82.5,21.6,21.6
43833.09722,03/01/2020 02:20,4.9,4.7,79.9,82.5,21.6,21.6
43833.10069,03/01/2020 02:25,4.9,4.7,79.9,82.3,21.6,21.6
43833.10417,03/01/2020 02:30,4.9,4.7,79.9,82.4,21.7,21.6
43833.10764,03/01/2020 02:35,4.9,4.7,79.8,82.3,21.7,21.6
43833.11111,03/01/2020 02:40,4.9,4.7,79.9,82.3,21.8,21.7
43833.11458,03/01/2020 02:45,4.9,4.7,79.9,82.4,21.8,21.7
43833.11806,03/01/2020 02:50,4.8,4.7,79.9,82.3,21.8,21.8
43833.12153,03/01/2020 02:55,4.8,4.7,79.9,82.2,21.8,21.8
43833.125,03/01/2020 03:00,4.9,4.7,79.7,82.4,21.8,21.8
43833.12847,03/01/2020 03:05,4.9,4.7,79.7,82.2,21.9,21.8
43833.13194,03/01/2020 03:10,4.9,4.7,79.6,82.2,21.9,21.9
43833.13542,03/01/2020 03:15,4.9,4.7,79.5,82.2,21.9,21.9
43833.13889,03/01/2020 03:20,4.9,4.7,79.7,82.2,21.9,21.9
43833.14236,03/01/2020 03:25,4.9,4.7,79.7,82.1,21.9,21.9
43833.14583,03/01/2020 03:30,4.8,4.7,79.5,82.1,22,21.9
43833.14931,03/01/2020 03:35,4.8,4.7,79.5,82,22,21.9
43833.15278,03/01/2020 03:40,4.9,4.7,79.5,82.1,22,22.1
43833.15625,03/01/2020 03:45,4.9,4.7,79.6,81.9,22,22.1
43833.15972,03/01/2020 03:50,4.9,4.7,79.6,82,22.1,22.1
43833.16319,03/01/2020 03:55,4.9,4.7,79.5,81.9,22.1,22.1
43833.16667,03/01/2020 04:00,4.9,4.7,79.5,81.8,22.1,22.1
43833.17014,03/01/2020 04:05,4.9,4.7,79.7,82.4,22.1,22.1
43833.17361,03/01/2020 04:10,4.9,4.7,81.1,83.8,22.1,22.1
43833.17708,03/01/2020 04:15,4.9,4.7,81.1,83.7,22.1,22.1
43833.18056,03/01/2020 04:20,4.9,4.7,81,83.8,22.2,22.2
43833.18403,03/01/2020 04:25,4.9,4.7,81,83.7,22.2,22.3
43833.1875,03/01/2020 04:30,4.9,4.7,80.8,83.7,22.3,22.3
43833.19097,03/01/2020 04:35,4.9,4.7,80.8,83.7,22.3,22.3
43833.19444,03/01/2020 04:40,4.9,4.7,80.8,83.5,22.3,22.4
43833.19792,03/01/2020 04:45,4.9,4.7,80.8,83.4,22.3,22.4
43833.20139,03/01/2020 04:50,4.9,4.7,80.7,83.5,22.4,22.4
43833.20486,03/01/2020 04:55,4.9,4.7,80.8,83.6,22.4,22.4
43833.20833,03/01/2020 05:00,4.9,4.7,80.8,83.4,22.4,22.4
43833.21181,03/01/2020 05:05,4.9,4.7,80.7,83.4,22.4,22.4
43833.21528,03/01/2020 05:10,4.9,4.7,80.8,83.3,22.4,22.5
43833.21875,03/01/2020 05:15,4.9,4.7,80.7,83.3,22.5,22.5
43833.22222,03/01/2020 05:20,4.9,4.7,80.6,83.3,22.5,22.5
43833.22569,03/01/2020 05:25,4.9,4.7,80.5,83.3,22.5,22.6
43833.22917,03/01/2020 05:30,4.9,4.7,80.7,83.2,22.5,22.6
43833.23264,03/01/2020 05:35,4.9,4.7,80.7,83.1,22.6,22.6
43833.23611,03/01/2020 05:40,4.9,4.7,80.6,83.1,22.6,22.6
43833.23958,03/01/2020 05:45,4.9,4.7,80.4,83,22.6,22.6
43833.24306,03/01/2020 05:50,4.9,4.7,80.5,83,22.6,22.6
43833.24653,03/01/2020 05:55,4.9,4.7,80.3,83,22.6,22.6
43833.25,03/01/2020 06:00,4.9,4.7,80.4,83,22.7,22.7
43833.25347,03/01/2020 06:05,4.9,4.7,80.9,83.6,22.7,22.8
43833.25694,03/01/2020 06:10,4.9,4.7,82.2,84.9,22.7,22.8
43833.26042,03/01/2020 06:15,4.9,4.7,82.2,85,22.8,22.8
43833.26389,03/01/2020 06:20,4.9,4.7,82.2,84.9,22.8,22.8
43833.26736,03/01/2020 06:25,4.9,4.7,82.2,84.7,22.8,22.8
43833.27083,03/01/2020 06:30,4.9,4.7,82,84.9,22.8,22.8
43833.27431,03/01/2020 06:35,4.9,4.7,82,84.7,22.8,22.8
43833.27778,03/01/2020 06:40,4.9,4.7,81.9,84.8,22.8,22.9
43833.28125,03/01/2020 06:45,4.9,4.7,81.9,84.7,22.8,22.9
43833.28472,03/01/2020 06:50,4.9,4.7,82,84.7,22.8,22.9
43833.28819,03/01/2020 06:55,4.9,4.7,81.9,84.4,22.9,22.9
43833.29167,03/01/2020 07:00,4.9,4.7,81.8,84.5,22.9,22.9
43833.29514,03/01/2020 07:05,4.9,4.7,82,84.4,22.9,23
43833.29861,03/01/2020 07:10,4.9,4.7,81.9,84.4,22.9,23
43833.30208,03/01/2020 07:15,4.9,4.7,81.6,84.3,22.9,23
43833.30556,03/01/2020 07:20,4.9,4.7,81.8,84.4,22.9,23
43833.30903,03/01/2020 07:25,4.9,4.7,81.6,84.3,22.9,23
43833.3125,03/01/2020 07:30,4.9,4.7,81.8,84.2,22.9,23.1
43833.31597,03/01/2020 07:35,4.9,4.7,81.7,84.2,23,23.1
43833.31944,03/01/2020 07:40,4.9,4.7,81.8,84,23.1,23.1
43833.32292,03/01/2020 07:45,4.9,4.7,81.5,84.2,23.1,23.1
43833.32639,03/01/2020 07:50,4.9,4.7,81.5,84,23.1,23.2
43833.32986,03/01/2020 07:55,4.9,4.7,81.4,84.1,23.1,23.2
43833.33333,03/01/2020 08:00,4.9,4.7,81.4,83.9,23.1,23.2
43833.33681,03/01/2020 08:05,4.9,4.7,82.1,84.6,23.1,23.2
43833.34028,03/01/2020 08:10,4.9,4.7,83.3,85.7,23.1,23.2
43833.34375,03/01/2020 08:15,4.9,4.7,83.2,86,23.1,23.3
43833.34722,03/01/2020 08:20,4.9,4.7,83.2,86,23.1,23.3
43833.35069,03/01/2020 08:25,4.9,4.7,83.2,85.9,23.1,23.3
43833.35417,03/01/2020 08:30,4.9,4.7,83.4,85.9,23.3,23.3
43833.35764,03/01/2020 08:35,4.9,4.7,83.2,85.9,23.3,23.3
43833.36111,03/01/2020 08:40,4.9,4.7,83.2,85.9,23.3,23.4
43833.36458,03/01/2020 08:45,4.9,4.7,83.1,85.7,23.3,23.4
43833.36806,03/01/2020 08:50,4.9,4.7,83,85.7,23.3,23.4
43833.37153,03/01/2020 08:55,4.9,4.7,83,85.7,23.4,23.4
43833.375,03/01/2020 09:00,4.9,4.7,83,85.6,23.4,23.5
43833.37847,03/01/2020 09:05,4.9,4.7,83.7,85.4,23.5,23.6
43833.38194,03/01/2020 09:10,4.9,4.7,83.1,85.4,23.6,23.6
43833.38542,03/01/2020 09:15,4.9,4.7,83.2,85.4,23.6,23.6
43833.38889,03/01/2020 09:20,4.9,4.7,83,85.3,23.7,23.7
43833.39236,03/01/2020 09:25,4.9,4.7,83.1,85.3,23.8,23.8
43833.39583,03/01/2020 09:30,4.9,4.7,82.6,85.3,23.9,23.9
43833.39931,03/01/2020 09:35,4.9,4.7,82.9,85.2,23.9,23.9
43833.40278,03/01/2020 09:40,4.9,4.7,82.8,85.2,24.1,24
43833.40625,03/01/2020 09:45,4.9,4.7,82.7,85,24.1,24.1
43833.40972,03/01/2020 09:50,4.9,4.7,82.6,84.9,24.1,24.1
43833.41319,03/01/2020 09:55,4.9,4.7,82.8,84.9,24.3,24.3
43833.41667,03/01/2020 10:00,4.9,4.7,82.7,84.8,24.4,24.3
43833.42014,03/01/2020 10:05,4.9,4.7,83.3,85.8,24.4,24.4
43833.42361,03/01/2020 10:10,4.8,4.7,84,86.6,24.4,24.5
43833.42708,03/01/2020 10:15,4.8,4.7,84.1,86.7,24.5,24.5
43833.43056,03/01/2020 10:20,4.8,4.7,83.9,86.7,24.6,24.6
43833.43403,03/01/2020 10:25,4.8,4.7,83.8,86.6,24.6,24.6
43833.4375,03/01/2020 10:30,4.8,4.7,84.1,86.6,24.6,24.7
43833.44097,03/01/2020 10:35,4.8,4.7,83.9,86.3,24.8,24.8
43833.44444,03/01/2020 10:40,4.8,4.7,84.1,86.3,24.8,24.9
43833.44792,03/01/2020 10:45,4.8,4.7,84,86.2,24.9,25
43833.45139,03/01/2020 10:50,4.8,4.7,83.8,86.2,24.9,25
43833.45486,03/01/2020 10:55,4.8,4.7,84.1,86.1,25.1,25.1
43833.45833,03/01/2020 11:00,4.8,4.7,83.9,86,25.1,25.1
43833.46181,03/01/2020 11:05,4.8,4.7,83.7,86,25.2,25.3
43833.46528,03/01/2020 11:10,4.8,4.7,83.4,85.9,25.3,25.4
43833.46875,03/01/2020 11:15,4.8,4.7,83.9,85.8,25.4,25.4
43833.47222,03/01/2020 11:20,4.8,4.7,83.9,85.8,25.4,25.4
43833.47569,03/01/2020 11:25,4.8,4.7,83.8,85.7,25.5,25.6
43833.47917,03/01/2020 11:30,4.8,4.7,83.3,85.8,25.6,25.6
43833.48264,03/01/2020 11:35,4.8,4.7,83.4,85.6,25.6,25.8
43833.48611,03/01/2020 11:40,4.9,4.7,83.5,85.5,25.6,25.8
43833.48958,03/01/2020 11:45,4.9,4.7,83.3,85.5,25.7,25.9
43833.49306,03/01/2020 11:50,4.9,4.7,83.3,85.3,25.8,25.9
43833.49653,03/01/2020 11:55,4.9,4.7,83.4,85.5,25.8,25.9
43833.5,03/01/2020 12:00,4.8,4.7,83.1,85.2,25.9,26
43833.50347,03/01/2020 12:05,4.8,4.7,83.9,86.3,25.9,26.1
43833.50694,03/01/2020 12:10,4.8,4.7,84.3,87,26,26.1
43833.51042,03/01/2020 12:15,4.8,4.7,84.2,87.1,26,26.1
43833.51389,03/01/2020 12:20,4.8,4.7,84.1,87,26.1,26.1
43833.51736,03/01/2020 12:25,4.8,4.7,84.2,86.9,26.1,26.2
43833.52083,03/01/2020 12:30,4.8,4.7,84.5,86.8,26.1,26.2
43833.52431,03/01/2020 12:35,4.8,4.7,84,86.8,26.2,26.3
43833.52778,03/01/2020 12:40,4.8,4.7,84.3,86.7,26.3,26.4
43833.53125,03/01/2020 12:45,4.9,4.7,84,86.5,26.3,26.4
43833.53472,03/01/2020 12:50,4.9,4.7,84.5,86.6,26.3,26.4
43833.53819,03/01/2020 12:55,4.9,4.7,84.1,86.6,26.4,26.4
43833.54167,03/01/2020 13:00,4.9,4.7,84.1,86.5,26.4,26.5
43833.54514,03/01/2020 13:05,4.9,4.7,84,86.4,26.4,26.6
43833.54861,03/01/2020 13:10,4.9,4.7,84.3,86.3,26.4,26.6
43833.55208,03/01/2020 13:15,4.9,4.7,84,86.3,26.6,26.6
43833.55556,03/01/2020 13:20,4.9,4.7,83.8,86.3,26.6,26.6
43833.55903,03/01/2020 13:25,4.9,4.7,83.5,86,26.6,26.8
43833.5625,03/01/2020 13:30,4.9,4.7,83.8,86.1,26.6,26.8
43833.56597,03/01/2020 13:35,4.9,4.7,83.5,85.9,26.7,26.8
43833.56944,03/01/2020 13:40,4.9,4.7,83.9,85.8,26.7,26.9
43833.57292,03/01/2020 13:45,4.9,4.7,83.9,85.8,26.7,26.9
43833.57639,03/01/2020 13:50,4.9,4.7,83.7,85.8,26.8,26.9
43833.57986,03/01/2020 13:55,4.9,4.7,83.7,85.7,26.9,26.9
43833.58333,03/01/2020 14:00,4.9,4.7,83.5,85.7,26.9,26.9
43833.58681,03/01/2020 14:05,4.9,4.7,83.9,85.7,26.9,27.1
43833.59028,03/01/2020 14:10,4.9,4.7,83.3,85.5,26.9,27.1
43833.59375,03/01/2020 14:15,4.9,4.7,83.7,85.5,26.9,27.1
43833.59722,03/01/2020 14:20,4.9,4.7,83.4,85.3,27,27.1
43833.60069,03/01/2020 14:25,4.9,4.8,83.2,85.3,27.1,27.1
43833.60417,03/01/2020 14:30,4.9,4.8,83.5,85.4,27.1,27.1
43833.60764,03/01/2020 14:35,4.9,4.7,83.1,85.2,27.1,27.2
43833.61111,03/01/2020 14:40,4.9,4.7,83.3,85.2,27.1,27.2
43833.61458,03/01/2020 14:45,4.9,4.8,83.3,85.2,27.1,27.2
43833.61806,03/01/2020 14:50,4.9,4.8,83.2,85,27.1,27.3
43833.62153,03/01/2020 14:55,4.9,4.8,83.1,85.1,27.1,27.3
43833.625,03/01/2020 15:00,4.9,4.8,83.1,85.1,27.1,27.3
43833.62847,03/01/2020 15:05,4.9,4.8,83.1,85.1,27.2,27.3
43833.63194,03/01/2020 15:10,4.9,4.8,83.6,84.9,27.2,27.3
43833.63542,03/01/2020 15:15,4.9,4.8,83.1,84.8,27.3,27.4
43833.63889,03/01/2020 15:20,4.9,4.8,83.3,84.8,27.3,27.4
43833.64236,03/01/2020 15:25,4.9,4.8,83.3,84.8,27.3,27.4
43833.64583,03/01/2020 15:30,4.9,4.8,82.7,84.6,27.3,27.4
43833.64931,03/01/2020 15:35,4.9,4.8,82.9,84.7,27.3,27.4
43833.65278,03/01/2020 15:40,4.9,4.8,83,84.7,27.3,27.4
43833.65625,03/01/2020 15:45,4.9,4.8,82.6,84.5,27.3,27.4
43833.65972,03/01/2020 15:50,4.9,4.8,82.9,84.5,27.3,27.4
43833.66319,03/01/2020 15:55,4.9,4.8,82.6,84.5,27.3,27.4
43833.66667,03/01/2020 16:00,4.9,4.8,82.5,84.4,27.3,27.4
43833.67014,03/01/2020 16:05,4.9,4.8,82.4,84.2,27.4,27.6
43833.67361,03/01/2020 16:10,4.9,4.8,82.9,84.3,27.4,27.6
43833.67708,03/01/2020 16:15,4.9,4.8,82.8,84.1,27.4,27.6
43833.68056,03/01/2020 16:20,4.9,4.8,82.7,84.1,27.4,27.6
43833.68403,03/01/2020 16:25,4.9,4.8,82.3,84.1,27.5,27.6
43833.6875,03/01/2020 16:30,4.9,4.8,82.7,84.1,27.5,27.6
43833.69097,03/01/2020 16:35,4.9,4.8,82.3,84.2,27.5,27.6
43833.69444,03/01/2020 16:40,4.9,4.8,82.2,83.9,27.5,27.6
43833.69792,03/01/2020 16:45,4.9,4.8,82.4,84.1,27.5,27.6
43833.70139,03/01/2020 16:50,4.9,4.8,82.4,84,27.5,27.6
43833.70486,03/01/2020 16:55,4.9,4.8,82.3,84,27.5,27.6
43833.70833,03/01/2020 17:00,4.9,4.8,82.5,83.7,27.4,27.6
43833.71181,03/01/2020 17:05,4.9,4.8,82.1,83.7,27.5,27.6
43833.71528,03/01/2020 17:10,4.9,4.8,82.3,83.7,27.5,27.6
43833.71875,03/01/2020 17:15,4.9,4.8,82.1,83.6,27.5,27.6
43833.72222,03/01/2020 17:20,4.9,4.8,82.2,83.7,27.4,27.6
43833.72569,03/01/2020 17:25,4.9,4.8,81.7,83.6,27.6,27.6
43833.72917,03/01/2020 17:30,4.9,4.8,82,83.5,27.6,27.6
43833.73264,03/01/2020 17:35,4.9,4.8,82,83.5,27.6,27.6
43833.73611,03/01/2020 17:40,4.9,4.8,82.2,83.4,27.6,27.6
43833.73958,03/01/2020 17:45,4.9,4.8,81.8,83.4,27.6,27.6
43833.74306,03/01/2020 17:50,4.9,4.8,81.7,83.5,27.6,27.6
43833.74653,03/01/2020 17:55,4.9,4.8,81.4,83.3,27.6,27.6
43833.75,03/01/2020 18:00,4.9,4.8,81.5,83.2,27.6,27.6
43833.75347,03/01/2020 18:05,4.9,4.8,81.8,83.4,27.6,27.6
43833.75694,03/01/2020 18:10,4.9,4.8,81.7,83.1,27.4,27.6
43833.76042,03/01/2020 18:15,4.9,4.8,81.4,82.8,26.6,27.2
43833.76389,03/01/2020 18:20,5,4.8,81.1,82.7,26.4,26.8
43833.76736,03/01/2020 18:25,5,4.8,81.2,82.7,26.3,26.6
